container	identifier	appearance	construction	gauge	insulation material	mass	mass_source	material	od	resistance	temperature rating	voltage rating
	white	{'base_color':'white','outline_color':'black'}	19x29	16AWG	extruded ETFE, medium wall	0.0099lbs/ft	M22759/16 slash-sheet max weight, lbs/1000 ft (Glenair, https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf)	tin-coated copper	0.079in	4.81ohm/1000ft	150C	600V
