container	identifier	appearance	construction	gauge	insulation material	mass	mass_source	material	od	resistance	temperature rating	voltage rating
	red	{'base_color':'red'}	19x29	16AWG	extruded PTFE, medium weight	0.0100lbs/ft	M22759/11 slash-sheet max weight, lbs/1000 ft (Glenair M22759 wires / Ryan Electronics, https://www.ryanelectronics.com/products/m2275911/)	silver-coated copper	0.075in	4.52ohm/1000ft	200C	600V
