container	identifier	appearance	component_wire	construction	gauge	insulation material	mass	mass_source	material	od	resistance	temperature rating	voltage rating	wire number
conductors	white	{'base_color':'white','outline_color':'black'}	M81044/9-14	19x27	14AWG	crosslinked polyalkene with crosslinked PVDF jacket	0.0184lbs/ft	M81044/9 slash-sheet max weight, lbs/1000 ft (Ryan Electronics, https://www.ryanelectronics.com/products/m810449/)	tin-coated copper	0.108in	3.06ohm/1000ft	150C	600V	1
conductors	blue	{'base_color':'white','outline_color':'black','parallelstripe':['blue']}	M81044/9-14	19x27	14AWG	crosslinked polyalkene with crosslinked PVDF jacket	0.0184lbs/ft	M81044/9 slash-sheet max weight, lbs/1000 ft (Ryan Electronics, https://www.ryanelectronics.com/products/m810449/)	tin-coated copper	0.108in	3.06ohm/1000ft	150C	600V	2
conductors	orange	{'base_color':'white','outline_color':'black','parallelstripe':['orange']}	M81044/9-14	19x27	14AWG	crosslinked polyalkene with crosslinked PVDF jacket	0.0184lbs/ft	M81044/9 slash-sheet max weight, lbs/1000 ft (Ryan Electronics, https://www.ryanelectronics.com/products/m810449/)	tin-coated copper	0.108in	3.06ohm/1000ft	150C	600V	3
