container	identifier	appearance	component_wire	construction	gauge	insulation material	material	od	resistance	temperature rating	voltage rating	wire number
conductors	white	{'base_color':'white','outline_color':'black'}	M22759/32-18	19x30	18AWG	crosslinked modified ETFE	tin-coated copper	0.060in	6.23ohm/1000ft	150C	600V	1
conductors	white/blue	{'base_color':'white','outline_color':'black','parallelstripe':['blue']}	M22759/32-18	19x30	18AWG	crosslinked modified ETFE	tin-coated copper	0.060in	6.23ohm/1000ft	150C	600V	2
