product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
cable	mil spec	M27500-16ML10S23		1			https://github.com/harnice/harnice-aerospace-connector-library	M27500	8/17/26	8/17/26		db65df06fd6d04733483bcc16ba693199968ca8f	K SHUTT			
