part_number,rev,specification,conductors,gauge_awg,stranding,basic_wire_symbol,component_wire_spec,component_wire_pn,insulation_material,conductor_material,conductor_od_in,conductor_resistance_ohm_per_1000ft,identification_method,identification_color_table,identification_marking,wire_identification_colors,shield_code,shield_description,shield_material,shield_style,shield_coverage,shield_temperature_c,jacket_code,jacket_description,jacket_material,jacket_color,jacket_construction,jacket_temperature_c,core_od_in_estimated,overall_od_in_estimated,temperature_rating_c,voltage_rating_v,path
M27500-16MH8T00,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.300,0.320,150,600,M27500-16MH8T00/M27500-16MH8T00-rev1
M27500-16MH8T09,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.300,0.348,150,600,M27500-16MH8T09/M27500-16MH8T09-rev1
M27500-16MH8T14,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.300,0.348,150,600,M27500-16MH8T14/M27500-16MH8T14-rev1
M27500-16MH8T23,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.300,0.348,150,600,M27500-16MH8T23/M27500-16MH8T23-rev1
M27500-16MH8U00,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,00,no jacket,,,,,0.300,0.300,150,600,M27500-16MH8U00/M27500-16MH8U00-rev1
M27500-16MH8U09,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.300,0.328,150,600,M27500-16MH8U09/M27500-16MH8U09-rev1
M27500-16MH8U14,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.300,0.328,150,600,M27500-16MH8U14/M27500-16MH8U14-rev1
M27500-16MH8U23,1,MIL-DTL-27500,8,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.300,0.328,150,600,M27500-16MH8U23/M27500-16MH8U23-rev1
M27500-16MH9S00,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.328,0.348,150,600,M27500-16MH9S00/M27500-16MH9S00-rev1
M27500-16MH9S09,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.328,0.376,150,600,M27500-16MH9S09/M27500-16MH9S09-rev1
M27500-16MH9S14,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.328,0.376,150,600,M27500-16MH9S14/M27500-16MH9S14-rev1
M27500-16MH9S23,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.328,0.376,150,600,M27500-16MH9S23/M27500-16MH9S23-rev1
M27500-16MH9T00,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.328,0.348,150,600,M27500-16MH9T00/M27500-16MH9T00-rev1
M27500-16MH9T09,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.328,0.376,150,600,M27500-16MH9T09/M27500-16MH9T09-rev1
M27500-16MH9T14,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.328,0.376,150,600,M27500-16MH9T14/M27500-16MH9T14-rev1
M27500-16MH9T23,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.328,0.376,150,600,M27500-16MH9T23/M27500-16MH9T23-rev1
M27500-16MH9U00,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,00,no jacket,,,,,0.328,0.328,150,600,M27500-16MH9U00/M27500-16MH9U00-rev1
M27500-16MH9U09,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.328,0.356,150,600,M27500-16MH9U09/M27500-16MH9U09-rev1
M27500-16MH9U14,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.328,0.356,150,600,M27500-16MH9U14/M27500-16MH9U14-rev1
M27500-16MH9U23,1,MIL-DTL-27500,9,16,19x29,MH,MIL-DTL-81044/9,M81044/9-16,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.089,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.328,0.356,150,600,M27500-16MH9U23/M27500-16MH9U23-rev1
M27500-16ML10S00,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.280,0.300,150,600,M27500-16ML10S00/M27500-16ML10S00-rev1
M27500-16ML10S09,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.280,0.328,150,600,M27500-16ML10S09/M27500-16ML10S09-rev1
M27500-16ML10S14,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.280,0.328,150,600,M27500-16ML10S14/M27500-16ML10S14-rev1
M27500-16ML10S23,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.280,0.328,150,600,M27500-16ML10S23/M27500-16ML10S23-rev1
M27500-16ML10T00,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.280,0.300,150,600,M27500-16ML10T00/M27500-16ML10T00-rev1
M27500-16ML10T09,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.280,0.328,150,600,M27500-16ML10T09/M27500-16ML10T09-rev1
M27500-16ML10T14,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.280,0.328,150,600,M27500-16ML10T14/M27500-16ML10T14-rev1
M27500-16ML10T23,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.280,0.328,150,600,M27500-16ML10T23/M27500-16ML10T23-rev1
M27500-16ML10U00,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,U,no shield,,,,,00,no jacket,,,,,0.280,0.280,150,600,M27500-16ML10U00/M27500-16ML10U00-rev1
M27500-16ML10U09,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.280,0.308,150,600,M27500-16ML10U09/M27500-16ML10U09-rev1
M27500-16ML10U14,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.280,0.308,150,600,M27500-16ML10U14/M27500-16ML10U14-rev1
M27500-16ML10U23,1,MIL-DTL-27500,10,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.280,0.308,150,600,M27500-16ML10U23/M27500-16ML10U23-rev1
M27500-16ML1S00,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.072,0.088,150,600,M27500-16ML1S00/M27500-16ML1S00-rev1
M27500-16ML1S09,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.072,0.108,150,600,M27500-16ML1S09/M27500-16ML1S09-rev1
M27500-16ML1S14,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.072,0.108,150,600,M27500-16ML1S14/M27500-16ML1S14-rev1
M27500-16ML1S23,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.072,0.108,150,600,M27500-16ML1S23/M27500-16ML1S23-rev1
M27500-16ML1T00,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.072,0.088,150,600,M27500-16ML1T00/M27500-16ML1T00-rev1
M27500-16ML1T09,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.072,0.108,150,600,M27500-16ML1T09/M27500-16ML1T09-rev1
M27500-16ML1T14,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.072,0.108,150,600,M27500-16ML1T14/M27500-16ML1T14-rev1
M27500-16ML1T23,1,MIL-DTL-27500,1,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.072,0.108,150,600,M27500-16ML1T23/M27500-16ML1T23-rev1
M27500-16ML2S00,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.147,0.163,150,600,M27500-16ML2S00/M27500-16ML2S00-rev1
M27500-16ML2S09,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.147,0.191,150,600,M27500-16ML2S09/M27500-16ML2S09-rev1
M27500-16ML2S14,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.147,0.191,150,600,M27500-16ML2S14/M27500-16ML2S14-rev1
M27500-16ML2S23,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.147,0.191,150,600,M27500-16ML2S23/M27500-16ML2S23-rev1
M27500-16ML2T00,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.147,0.163,150,600,M27500-16ML2T00/M27500-16ML2T00-rev1
M27500-16ML2T09,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.147,0.191,150,600,M27500-16ML2T09/M27500-16ML2T09-rev1
M27500-16ML2T14,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.147,0.191,150,600,M27500-16ML2T14/M27500-16ML2T14-rev1
M27500-16ML2T23,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.147,0.191,150,600,M27500-16ML2T23/M27500-16ML2T23-rev1
M27500-16ML2U00,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,U,no shield,,,,,00,no jacket,,,,,0.147,0.147,150,600,M27500-16ML2U00/M27500-16ML2U00-rev1
M27500-16ML2U09,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.147,0.167,150,600,M27500-16ML2U09/M27500-16ML2U09-rev1
M27500-16ML2U14,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.147,0.167,150,600,M27500-16ML2U14/M27500-16ML2U14-rev1
M27500-16ML2U23,1,MIL-DTL-27500,2,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.147,0.167,150,600,M27500-16ML2U23/M27500-16ML2U23-rev1
M27500-16ML3S00,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.158,0.178,150,600,M27500-16ML3S00/M27500-16ML3S00-rev1
M27500-16ML3S09,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.158,0.206,150,600,M27500-16ML3S09/M27500-16ML3S09-rev1
M27500-16ML3S14,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.158,0.206,150,600,M27500-16ML3S14/M27500-16ML3S14-rev1
M27500-16ML3S23,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.158,0.206,150,600,M27500-16ML3S23/M27500-16ML3S23-rev1
M27500-16ML3T00,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.158,0.178,150,600,M27500-16ML3T00/M27500-16ML3T00-rev1
M27500-16ML3T09,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.158,0.206,150,600,M27500-16ML3T09/M27500-16ML3T09-rev1
M27500-16ML3T14,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.158,0.206,150,600,M27500-16ML3T14/M27500-16ML3T14-rev1
