container	identifier	appearance	construction	gauge	insulation material	mass	mass_source	material	od	resistance	temperature rating	voltage rating
	gray	{'base_color':'gray'}	19x32	20AWG	crosslinked modified ETFE	0.0045lbs/ft	M22759/33 slash-sheet weight, lbs/1000 ft (Glenair wire-diameter lookup tables, https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf)	silver-coated high-strength copper alloy	0.050in	10.7ohm/1000ft	200C	600V
