container	identifier	appearance	construction	gauge	insulation material	mass	mass_source	material	od	resistance	temperature rating	voltage rating
	blue	{'base_color':'blue'}	19x27	14AWG	extruded ETFE, medium wall	0.0149lbs/ft	M22759/16 slash-sheet max weight, lbs/1000 ft (Glenair, https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf)	tin-coated copper	0.093in	3.06ohm/1000ft	150C	600V
