product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
part	mil spec	M24308_1-2F		1					8/16/26	8/16/26		e49f9592e4f8bbfbe7a940a0de25f6d2879d2a28	K SHUTT			
