product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
part	mil spec	M85049-90_23ZP02		1			https://github.com/harnice/harnice-D38999		8/7/26	8/11/26		fb8642fb2481fbc67728373542c2b466909641ab	K SHUTT			
