product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
part	mil spec	D38999_26KJ61PB		1					2/3/26	8/17/26		bb6bad55e3dbb4843a9714a2680f1b18f4728e4b	K SHUTT			
