product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
part	Glenair	800-006-06MT9-19SZ		1			https://github.com/harnice/harnice-aerospace-connector-library		8/16/26	8/17/26		87be3258d0804d506b826969d34230216e56bd9f	K SHUTT			
