container	identifier	appearance	component_wire	construction	gauge	insulation material	material	od	resistance	temperature rating	voltage rating	wire number
conductors	white	{'base_color':'white','outline_color':'black'}	M22759/33-20	19x32	20AWG	crosslinked modified ETFE	silver-coated high-strength copper alloy	0.050in	10.7ohm/1000ft	200C	600V	1
conductors	white/blue	{'base_color':'white','outline_color':'black','parallelstripe':['blue']}	M22759/33-20	19x32	20AWG	crosslinked modified ETFE	silver-coated high-strength copper alloy	0.050in	10.7ohm/1000ft	200C	600V	2
