container	identifier	appearance	construction	gauge	insulation material	mass	mass_source	material	od	resistance	temperature rating	voltage rating
	blue	{'base_color':'blue'}	19x27	14AWG	extruded PTFE, medium weight	0.0151lbs/ft	M22759/11 slash-sheet max weight, lbs/1000 ft (Glenair M22759 wires / Ryan Electronics, https://www.ryanelectronics.com/products/m2275911/)	silver-coated copper	0.090in	2.88ohm/1000ft	200C	600V
