container	identifier	appearance	construction	gauge	insulation material	mass	mass_source	material	od	resistance	temperature rating	voltage rating
	white/gray	{'base_color':'white','outline_color':'black','parallelstripe':['gray']}	19x27	14AWG	crosslinked modified ETFE, light wall	0.0130lbs/ft	M22759/32 slash-sheet max weight, lbs/1000 ft (Glenair GS22759-32, https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf)	tin-coated copper	0.085in	3.06ohm/1000ft	150C	600V
