part_number,official_pin,rev,slash,gauge_awg,color_code,color_name,specification,insulation,insulation_detail,wall,plating,conductor,conductor_material,stranding,conductor_od_in,wire_od_in,insulation_wall_in,weight_lb_per_kft,resistance_ohm_per_kft,temperature_c,voltage_v,m27500_symbol,datasheet,path
M22759_32-22-98,M22759/32-22-98,1,32,22,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-98/M22759_32-22-98-rev1
M22759_32-24-0,M22759/32-24-0,1,32,24,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-0/M22759_32-24-0-rev1
M22759_32-24-1,M22759/32-24-1,1,32,24,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-1/M22759_32-24-1-rev1
M22759_32-24-2,M22759/32-24-2,1,32,24,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-2/M22759_32-24-2-rev1
M22759_32-24-3,M22759/32-24-3,1,32,24,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-3/M22759_32-24-3-rev1
M22759_32-24-4,M22759/32-24-4,1,32,24,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-4/M22759_32-24-4-rev1
M22759_32-24-5,M22759/32-24-5,1,32,24,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-5/M22759_32-24-5-rev1
M22759_32-24-6,M22759/32-24-6,1,32,24,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-6/M22759_32-24-6-rev1
M22759_32-24-7,M22759/32-24-7,1,32,24,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-7/M22759_32-24-7-rev1
M22759_32-24-8,M22759/32-24-8,1,32,24,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-8/M22759_32-24-8-rev1
M22759_32-24-9,M22759/32-24-9,1,32,24,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-9/M22759_32-24-9-rev1
M22759_32-24-90,M22759/32-24-90,1,32,24,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-90/M22759_32-24-90-rev1
M22759_32-24-91,M22759/32-24-91,1,32,24,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-91/M22759_32-24-91-rev1
M22759_32-24-92,M22759/32-24-92,1,32,24,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-92/M22759_32-24-92-rev1
M22759_32-24-93,M22759/32-24-93,1,32,24,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-93/M22759_32-24-93-rev1
M22759_32-24-94,M22759/32-24-94,1,32,24,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-94/M22759_32-24-94-rev1
M22759_32-24-95,M22759/32-24-95,1,32,24,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-95/M22759_32-24-95-rev1
M22759_32-24-96,M22759/32-24-96,1,32,24,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-96/M22759_32-24-96-rev1
M22759_32-24-97,M22759/32-24-97,1,32,24,97,white/violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-97/M22759_32-24-97-rev1
M22759_32-24-98,M22759/32-24-98,1,32,24,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x36,0.0240,0.037,0.0065,2.0,26.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-24-98/M22759_32-24-98-rev1
M22759_32-26-0,M22759/32-26-0,1,32,26,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-0/M22759_32-26-0-rev1
M22759_32-26-1,M22759/32-26-1,1,32,26,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-1/M22759_32-26-1-rev1
M22759_32-26-2,M22759/32-26-2,1,32,26,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-2/M22759_32-26-2-rev1
M22759_32-26-3,M22759/32-26-3,1,32,26,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-3/M22759_32-26-3-rev1
M22759_32-26-4,M22759/32-26-4,1,32,26,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-4/M22759_32-26-4-rev1
M22759_32-26-5,M22759/32-26-5,1,32,26,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-5/M22759_32-26-5-rev1
M22759_32-26-6,M22759/32-26-6,1,32,26,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-6/M22759_32-26-6-rev1
M22759_32-26-7,M22759/32-26-7,1,32,26,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-7/M22759_32-26-7-rev1
M22759_32-26-8,M22759/32-26-8,1,32,26,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-8/M22759_32-26-8-rev1
M22759_32-26-9,M22759/32-26-9,1,32,26,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-9/M22759_32-26-9-rev1
M22759_32-26-90,M22759/32-26-90,1,32,26,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-90/M22759_32-26-90-rev1
M22759_32-26-91,M22759/32-26-91,1,32,26,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-91/M22759_32-26-91-rev1
M22759_32-26-92,M22759/32-26-92,1,32,26,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-92/M22759_32-26-92-rev1
M22759_32-26-93,M22759/32-26-93,1,32,26,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-93/M22759_32-26-93-rev1
M22759_32-26-94,M22759/32-26-94,1,32,26,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-94/M22759_32-26-94-rev1
M22759_32-26-95,M22759/32-26-95,1,32,26,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-95/M22759_32-26-95-rev1
M22759_32-26-96,M22759/32-26-96,1,32,26,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-96/M22759_32-26-96-rev1
M22759_32-26-97,M22759/32-26-97,1,32,26,97,white/violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-97/M22759_32-26-97-rev1
M22759_32-26-98,M22759/32-26-98,1,32,26,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x38,0.0190,0.032,0.0065,1.4,41.3,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-26-98/M22759_32-26-98-rev1
M22759_32-28-0,M22759/32-28-0,1,32,28,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-0/M22759_32-28-0-rev1
M22759_32-28-1,M22759/32-28-1,1,32,28,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-1/M22759_32-28-1-rev1
M22759_32-28-2,M22759/32-28-2,1,32,28,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-2/M22759_32-28-2-rev1
M22759_32-28-3,M22759/32-28-3,1,32,28,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-3/M22759_32-28-3-rev1
M22759_32-28-4,M22759/32-28-4,1,32,28,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-4/M22759_32-28-4-rev1
M22759_32-28-5,M22759/32-28-5,1,32,28,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-5/M22759_32-28-5-rev1
M22759_32-28-6,M22759/32-28-6,1,32,28,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-6/M22759_32-28-6-rev1
M22759_32-28-7,M22759/32-28-7,1,32,28,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-7/M22759_32-28-7-rev1
M22759_32-28-8,M22759/32-28-8,1,32,28,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-8/M22759_32-28-8-rev1
M22759_32-28-9,M22759/32-28-9,1,32,28,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-9/M22759_32-28-9-rev1
M22759_32-28-90,M22759/32-28-90,1,32,28,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-90/M22759_32-28-90-rev1
M22759_32-28-91,M22759/32-28-91,1,32,28,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-91/M22759_32-28-91-rev1
M22759_32-28-92,M22759/32-28-92,1,32,28,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-92/M22759_32-28-92-rev1
M22759_32-28-93,M22759/32-28-93,1,32,28,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-93/M22759_32-28-93-rev1
M22759_32-28-94,M22759/32-28-94,1,32,28,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-94/M22759_32-28-94-rev1
M22759_32-28-95,M22759/32-28-95,1,32,28,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-95/M22759_32-28-95-rev1
M22759_32-28-96,M22759/32-28-96,1,32,28,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-96/M22759_32-28-96-rev1
M22759_32-28-97,M22759/32-28-97,1,32,28,97,white/violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-97/M22759_32-28-97-rev1
M22759_32-28-98,M22759/32-28-98,1,32,28,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x36,0.0150,0.027,0.0060,0.91,68.6,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-28-98/M22759_32-28-98-rev1
M22759_32-30-0,M22759/32-30-0,1,32,30,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-0/M22759_32-30-0-rev1
M22759_32-30-1,M22759/32-30-1,1,32,30,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-1/M22759_32-30-1-rev1
M22759_32-30-2,M22759/32-30-2,1,32,30,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-2/M22759_32-30-2-rev1
M22759_32-30-3,M22759/32-30-3,1,32,30,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-3/M22759_32-30-3-rev1
M22759_32-30-4,M22759/32-30-4,1,32,30,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-4/M22759_32-30-4-rev1
M22759_32-30-5,M22759/32-30-5,1,32,30,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-5/M22759_32-30-5-rev1
M22759_32-30-6,M22759/32-30-6,1,32,30,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-6/M22759_32-30-6-rev1
M22759_32-30-7,M22759/32-30-7,1,32,30,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-7/M22759_32-30-7-rev1
M22759_32-30-8,M22759/32-30-8,1,32,30,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-8/M22759_32-30-8-rev1
M22759_32-30-9,M22759/32-30-9,1,32,30,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-9/M22759_32-30-9-rev1
M22759_32-30-90,M22759/32-30-90,1,32,30,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-90/M22759_32-30-90-rev1
M22759_32-30-91,M22759/32-30-91,1,32,30,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-91/M22759_32-30-91-rev1
M22759_32-30-92,M22759/32-30-92,1,32,30,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-92/M22759_32-30-92-rev1
M22759_32-30-93,M22759/32-30-93,1,32,30,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-93/M22759_32-30-93-rev1
M22759_32-30-94,M22759/32-30-94,1,32,30,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-94/M22759_32-30-94-rev1
M22759_32-30-95,M22759/32-30-95,1,32,30,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-95/M22759_32-30-95-rev1
M22759_32-30-96,M22759/32-30-96,1,32,30,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,7x38,0.0120,0.024,0.0060,0.66,108.4,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-30-96/M22759_32-30-96-rev1
