container	identifier	appearance	component_wire	construction	gauge	insulation material	material	od	resistance	temperature rating	voltage rating	wire number
conductors	white	{'base_color':'white','outline_color':'black'}	M22759/33-22	19x34	22AWG	crosslinked modified ETFE	silver-coated high-strength copper alloy	0.043in	17.5ohm/1000ft	200C	600V	1
conductors	white/blue	{'base_color':'white','outline_color':'black','parallelstripe':['blue']}	M22759/33-22	19x34	22AWG	crosslinked modified ETFE	silver-coated high-strength copper alloy	0.043in	17.5ohm/1000ft	200C	600V	2
